,Candidate,Gender,Race 1,Race 2,Race 3,Incumbent,Incumbent Challenger,State,Primary Date,Office,District,Primary Votes,Primary %,Primary Outcome,Runoff Votes,Runoff %,Runoff Outcome,2020 Election Stance,Trump,Trump Date,Club for Growth,Party Committee,Renew America,E-PAC,VIEW PAC,Maggie's List,Winning for Women,Race,Lastname_x,Firstname_x,Fuzzy_Firstname,Fuzzy_Lastname,Num Endorcements,Ethnicity,CAND_ID,CAND_NAME,CAND_ICI,PTY_CD,CAND_PTY_AFFILIATION,TTL_RECEIPTS,TRANS_FROM_AUTH,TTL_DISB,TRANS_TO_AUTH,COH_BOP,COH_COP,CAND_CONTRIB,CAND_LOANS,OTHER_LOANS,CAND_LOAN_REPAY,OTHER_LOAN_REPAY,DEBTS_OWED_BY,TTL_INDIV_CONTRIB,CAND_OFFICE_ST,CAND_OFFICE_DISTRICT,SPEC_ELECTION,PRIM_ELECTION,RUN_ELECTION,GEN_ELECTION,GEN_ELECTION_PRECENT,OTHER_POL_CMTE_CONTRIB,POL_PTY_CONTRIB,CVG_END_DT,INDIV_REFUNDS,CMTE_REFUNDS,Lastname_y,Firstname_y
42,Troy E. Nehls,Male,White,,,Yes,No,Texas,3/1/22,Representative,22,50281,87,Won,0,0,,Fully denied,Yes,2/16/22,,,,,,,,White,NEHLS,TROY,TROY,NEHLS,0,[],H0TX22302,"NEHLS, TROY",I,2,REP,1375451.92,218536.27,1008179.76,5000.0,19206.64,386478.8,0.0,0.0,0.0,0.0,0.0,5726.73,704195.52,TX,22.0,,,,,,315053.75,0.0,12/31/2022,2395.0,0.0,NEHLS,TROY
43,Gregory Jonathan Thorne,Male,White,,,No,Yes,Texas,3/1/22,Representative,22,7378,13,Lost,0,0,,Accepted with reservations,No,,,,,,,,,White,THORNE,GREGORY,GREGORY,THORNE,0,[],H2TX22191,"THORNE, GREGORY JONATHAN",C,2,REP,11040.18,0.0,11040.18,0.0,0.0,0.0,6040.18,0.0,0.0,0.0,0.0,0.0,5000.0,TX,22.0,,,,,,0.0,0.0,03/15/2022,0.0,0.0,THORNE,GREGORY
44,Alma Arredondo-Lynch,Female,Latino,,,No,Yes,Texas,3/1/22,Representative,23,7261,15,Lost,0,0,,Fully denied,No,,,,,,,,,Latino,ARREDONDO-LYNCH,ALMA,ALMA,ARREDONDO-LYNCH,0,['Latino (Mexican)'],H2TX23140,"ARREDONDO-LYNCH, ALMA G DR. D.D.S.",C,2,REP,4505.0,0.0,48400.85,0.0,43895.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4505.0,TX,23.0,,,,,,0.0,0.0,10/17/2022,0.0,0.0,ARREDONDO-LYNCH,ALMA
45,Roger Williams,Male,White,,,Yes,No,Texas,3/1/22,Representative,25,69418,100,Won,0,0,,Fully denied,Yes,12/10/21,,,,,,,,White,WILLIAMS,ROGER,ROGER,WILLIAMS,0,[],H2TX33040,"WILLIAMS, ROGER",I,2,REP,1788358.21,726408.37,1429737.79,5000.0,11541.84,370162.26,0.0,0.0,0.0,5200.0,0.0,44800.0,539387.45,TX,25.0,,,,,,521240.0,0.0,12/31/2022,11400.0,4100.0,WILLIAMS,ROGER
46,Brian Brazeal,Male,White,,,No,Yes,Texas,3/1/22,Representative,26,5892,9,Lost,0,0,,No comment,No,,,,,,,,,White,BRAZEAL,BRIAN,BRIAN,BRAZEAL,0,[],H2TX26218,"BRAZEAL, BRIAN JAMES",C,2,REP,14120.0,0.0,14120.0,0.0,0.0,0.0,0.0,12950.0,0.0,0.0,0.0,80637.95,1170.0,TX,26.0,,,,,,0.0,0.0,03/07/2022,0.0,0.0,BRAZEAL,BRIAN
47,Michael C. Burgess,Male,White,,,Yes,No,Texas,3/1/22,Representative,26,42006,67,Won,0,0,,Fully denied,Yes,12/10/21,,,,,,,,White,BURGESS,MICHAEL,MICHAEL,BURGESS,0,[],H2TX26093,"BURGESS, MICHAEL C. DR.",I,2,REP,1359624.07,121177.13,1312496.81,0.0,142496.71,189623.97,0.0,0.0,0.0,0.0,0.0,0.0,555725.66,TX,26.0,,,,,,682565.97,0.0,12/31/2022,13611.95,4600.0,BURGESS,MICHAEL
48,Vincent Gallo,Male,White,,,No,Yes,Texas,3/1/22,Representative,26,6437,10,Lost,0,0,,No comment,No,,,,,,,,,White,GALLO,VINCENT,VINCENT,GALLO,0,[],H2TX26192,"GALLO, VINCENT",C,2,REP,15496.45,0.0,15496.45,0.0,0.0,0.0,0.0,13318.01,0.0,1551.79,0.0,1516.22,2135.0,TX,26.0,,,,,,0.0,0.0,09/30/2022,0.0,0.0,GALLO,VINCENT
49,Raven Harrison,Female,Black,,,No,Yes,Texas,3/1/22,Representative,26,3427,5,Lost,0,0,,No comment,No,,,,,,,,,Black,HARRISON,RAVEN,RAVEN,HARRISON,0,[],H2TX26200,"HARRISON, RAVEN",C,2,REP,303302.16,0.0,303302.16,0.0,0.0,0.0,80435.66,210000.0,0.0,17289.43,0.0,0.0,11815.0,TX,26.0,,,,,,0.0,0.0,07/19/2022,0.0,0.0,HARRISON,RAVEN
50,Isaac Smith,Male,White,,,No,Yes,Texas,3/1/22,Representative,26,5085,8,Lost,0,0,,No comment,No,,,,,,,,,White,SMITH,ISAAC,ISAAC,SMITH,0,[],H2TX26176,"SMITH, ISAAC",C,2,REP,34443.96,0.0,34443.96,0.0,0.0,0.0,0.0,7000.0,0.0,0.0,0.0,0.0,26942.71,TX,26.0,,,,,,0.0,0.0,03/07/2022,0.0,0.0,SMITH,ISAAC
51,Andrew Alvarez,Male,White,,,No,Yes,Texas,3/1/22,Representative,27,2648,4,Lost,0,0,,No comment,No,,,,,,,,,White,ALVAREZ,ANDREW,ANDREW,ALVAREZ,0,[],H2TX22134,"ALVAREZ, ANDREW RUBEN",C,2,REP,3522.92,0.0,0.0,0.0,3522.92,7045.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TX,27.0,,,,,,0.0,0.0,12/31/2021,0.0,0.0,ALVAREZ,ANDREW
52,Michael Cloud,Male,White,,,Yes,No,Texas,3/1/22,Representative,27,45741,72,Won,0,0,,Fully denied,Yes,12/10/21,,,,,,,,White,CLOUD,MICHAEL,MICHAEL,CLOUD,0,[],H8TX27049,"CLOUD, MICHAEL",I,2,REP,1076329.45,13678.63,1037214.65,0.0,242371.87,281486.67,0.0,0.0,0.0,0.0,0.0,0.0,768225.22,TX,27.0,,,,,,286750.0,3115.0,12/31/2022,16434.25,0.0,CLOUD,MICHAEL
53,Chris Mapp,Male,White,,,No,Yes,Texas,3/1/22,Representative,27,4542,7,Lost,0,0,,Fully denied,No,,,,,,,,,White,MAPP,CHRIS,CHRIS,MAPP,0,[],H8TX27080,"MAPP, CHRIS",C,2,REP,22142.9,0.0,17553.98,0.0,-4517.9,71.02,0.0,0.0,0.0,0.0,0.0,145815.73,17625.0,TX,27.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,MAPP,CHRIS
54,Eric Mireles,Male,Latino ,,,No,Yes,Texas,3/1/22,Representative,27,2478,4,Lost,0,0,,No comment,No,,,,,,,,,Latino,MIRELES,ERIC,ERIC,MIRELES,0,[],H2TX27315,"MIRELES, ERIC",C,2,REP,14377.81,0.0,0.0,0.0,0.0,14377.81,0.0,8676.21,0.0,0.0,0.0,12443.02,1850.0,TX,27.0,,,,,,0.0,3851.6,02/09/2022,0.0,0.0,MIRELES,ERIC
55,Ed Cabrera,Male,Latino,,,No,No,Texas,3/1/22,Representative,28,3343,13,Lost,0,0,,No comment,No,,,,,No,,,,Latino,CABRERA,ED,ED,CABRERA,0,['Latino (Cuban)'],H2TX28107,"CABRERA, ED",C,2,REP,289305.0,0.0,289272.54,0.0,0.0,0.0,0.0,250000.0,0.0,36305.83,0.0,213694.17,39305.0,TX,28.0,,,,,,0.0,0.0,03/31/2022,0.0,0.0,CABRERA,ED
56,Steven Fowler,Male,White,,,No,No,Texas,3/1/22,Representative,28,3388,13,Lost,0,0,,No comment,No,,,,,No,,,,White,FOWLER,STEVEN,STEVEN,FOWLER,0,[],H2TX28099,"FOWLER, STEVEN",C,2,REP,27994.44,0.0,27993.64,0.0,0.0,0.8,0.0,20000.0,0.0,0.0,0.0,26050.0,7994.44,TX,28.0,,,,,,0.0,0.0,03/31/2022,50.0,0.0,FOWLER,STEVEN
57,Eric Hohman,Male,White,,,No,No,Texas,3/1/22,Representative,28,2988,12,Lost,0,0,,No comment,No,,,,,,,,,White,HOHMAN,ERIC,ERIC,HOHMAN,0,[],H2TX28131,"HOHMAN, ERIC",C,2,REP,66136.66,0.0,66136.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66136.66,TX,28.0,,,,,,0.0,0.0,03/31/2022,0.0,0.0,HOHMAN,ERIC
58,Willie Vasquez Ng,Male,Asian,,,No,No,Texas,3/1/22,Representative,28,3358,13,Lost,0,0,,No comment,No,,,,,,,,,Asian,NG,WILLIE,WILLIE,NG,0,[],H2TX28123,"NG, WILLIE VASQUEZ",C,2,REP,175285.59,0.0,175285.59,0.0,0.0,0.0,9088.59,60900.0,0.0,64.72,0.0,0.0,105297.0,TX,28.0,,,,,,0.0,0.0,04/30/2022,30300.0,0.0,NG,WILLIE
59,Rolando Rodriguez,Male,Latino,,,No,No,Texas,3/1/22,Representative,28,1622,6,Lost,0,0,,No comment,No,,,,,,,,,Latino,RODRIGUEZ,ROLANDO,ROLANDO,RODRIGUEZ,0,[],H2TX28115,"RODRIGUEZ, ROLANDO D MR.",C,2,REP,11007.05,0.0,11007.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10980.0,TX,28.0,,,,,,0.0,0.0,03/07/2022,0.0,0.0,RODRIGUEZ,ROLANDO
60,Sandra Whitten,Female,White,,,No,No,Texas,3/1/22,Representative,28,4534,18,Made runoff,6413,43,Lost,Raised questions,No,,,No (runoff only),,No (runoff only),No (runoff only),No (runoff only),No (runoff only),White,WHITTEN,SANDRA,SANDRA,WHITTEN,0,[],H0TX28069,"WHITTEN, SANDRA LINN MRS.",C,2,REP,62991.78,0.0,65600.55,0.0,0.0,5532.52,25.0,0.0,933.28,0.0,0.0,0.0,60346.32,TX,28.0,,,,,,460.0,0.0,12/31/2022,0.0,0.0,WHITTEN,SANDRA
61,Julio Garza,Male,Latino,,,No,No,Texas,3/1/22,Representative,29,2629,31,Made runoff,1859,39,Lost,No comment,No,,,,,,,,,Latino,GARZA,JULIO,JULIO,GARZA,0,[],H6TX29072,"GARZA, JULIO",C,2,REP,5380.0,0.0,5256.04,0.0,0.0,123.96,0.0,3125.0,0.0,350.0,0.0,0.0,2255.0,TX,29.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,GARZA,JULIO
62,"James ""J. Frank"" Harris",Male,Black,,,No,No,Texas,3/1/22,Representative,30,3952,33,Made runoff,2339,43,Lost,No comment,No,,,,,,,,,Black,HARRIS,JAMES,JAMES,HARRIS,0,[],H2TX30244,"HARRIS, JAMES FRANK MR. SR",O,2,REP,12332.0,0.0,12767.04,0.0,0.0,-366.76,400.0,5552.0,0.0,0.0,0.0,2000.0,6380.0,TX,30.0,,,,,,0.0,0.0,06/30/2022,0.0,0.0,HARRIS,JAMES
63,James Rodgers,Male,White,,,No,No,Texas,3/1/22,Representative,30,3754,31,Made runoff,3090,57,Won,No comment,No,,,,,,,,,White,RODGERS,JAMES,JAMES,RODGERS,0,[],H2TX30236,"RODGERS, JAMES BYRON MR.",O,2,REP,64725.05,0.0,64717.98,0.0,0.0,7.07,302.0,8300.0,0.0,0.0,0.0,70784.05,51138.0,TX,30.0,,,,,,2000.0,0.0,12/31/2022,50.0,0.0,RODGERS,JAMES
64,John Carter,Male,White,,,Yes,No,Texas,3/1/22,Representative,31,50887,71,Won,0,0,,Fully denied,Yes,11/11/21,,,,,,,,White,CARTER,JOHN,JOHN,CARTER,0,[],H2TX31044,"CARTER, JOHN R. REP.",I,2,REP,1339836.16,209270.26,1128750.23,0.0,200405.54,411491.47,0.0,0.0,0.0,0.0,0.0,0.0,613873.62,TX,31.0,,,,,,514132.63,0.0,12/31/2022,3799.78,2500.0,CARTER,JOHN
65,Abhiram Garapati,Male,Asian ,,,No,Yes,Texas,3/1/22,Representative,31,6590,9,Lost,0,0,,No comment,No,,,,,,,,,Asian,GARAPATI,ABHIRAM,ABHIRAM,GARAPATI,0,[],H0TX31030,"GARAPATI, ABHIRAM",C,2,REP,19401.0,0.0,10934.12,0.0,6571.7,15038.58,18650.0,0.0,0.0,0.0,0.0,0.0,751.0,TX,31.0,,,,,,0.0,0.0,12/31/2021,0.0,0.0,GARAPATI,ABHIRAM
66,Nathan Davis,Male,White,,,No,No,Texas,3/1/22,Representative,32,3549,16,Lost,0,0,,No comment,No,,,,,,,,,White,DAVIS,NATHAN,NATHAN,DAVIS,0,[],H2TX32141,"DAVIS, NATHAN",C,2,REP,30643.02,0.0,30632.47,0.0,0.0,10.55,2331.02,26375.0,0.0,0.0,0.0,26375.0,1937.0,TX,32.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,DAVIS,NATHAN
67,Darrell Day,Male,White,,,No,No,Texas,3/1/22,Representative,32,2321,10,Lost,0,0,,No comment,No,,,,,,,,,White,DAY,DARRELL,DARRELL,DAY,0,[],H2TX32182,"DAY, DARRELL",C,2,REP,46352.32,0.0,30262.46,0.0,0.0,6089.86,0.0,20000.0,0.0,0.0,0.0,20000.0,26352.32,TX,32.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,DAY,DARRELL
68,Brad Namdar,Male,Latino,,,No,No,Texas,3/1/22,Representative,32,2270,10,Lost,0,0,,No comment,No,,,,,,,,,Latino,NAMDAR,BRAD,BRAD,NAMDAR,0,[],H2TX32083,"NAMDAR, BRAD",C,2,REP,110314.96,0.0,103894.8,0.0,0.0,6420.16,5800.0,15000.0,0.0,0.0,0.0,15000.0,87014.96,TX,32.0,,,,,,0.0,2500.0,12/31/2022,0.0,0.0,NAMDAR,BRAD
69,Antonio Swad,Male,Latino,,,No,No,Texas,3/1/22,Representative,32,8962,40,Made runoff,6929,57,Won,No comment,No,,,,,,,,,Latino,SWAD,ANTONIO,ANTONIO,SWAD,0,[],H2TX32166,"SWAD, ANTONIO",C,2,REP,2386122.49,0.0,2386122.49,0.0,0.0,0.0,10749.99,2321000.0,0.0,548761.42,0.0,1772238.58,54372.5,TX,32.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,SWAD,ANTONIO
70,Justin Webb,Male,White,,,No,No,Texas,3/1/22,Representative,32,4007,18,Made runoff,5226,43,Lost,No comment,No,,,,,,,,,White,WEBB,JUSTIN,JUSTIN,WEBB,0,[],H2TX32133,"WEBB, JUSTIN",C,2,REP,38877.86,0.0,38877.86,0.0,0.0,0.0,0.0,2500.0,0.0,0.0,0.0,2500.0,33877.86,TX,32.0,,,,,,2500.0,0.0,08/16/2022,525.0,0.0,WEBB,JUSTIN
71,Robert MacGlaflin,Male,White,,,No,No,Texas,3/1/22,Representative,33,3284,37,Lost,0,0,,No comment,No,,,,,,,,,White,MACGLAFLIN,ROBERT,ROBERT,MACGLAFLIN,0,[],H2TX33230,"MACGLAFLIN, ROBERT JAMES",C,2,REP,1386.0,0.0,1256.05,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,16916.06,386.0,TX,33.0,,,,,,0.0,0.0,04/12/2022,0.0,0.0,MACGLAFLIN,ROBERT
72,Mayra Flores,Female,Latino,,,No,No,Texas,3/1/22,Representative,34,9490,60,Won,0,0,,Fully denied,No,,,,,,,,,Latino,FLORES,MAYRA,MAYRA,FLORES,0,['Latino (Mexican)'],H2TX34113,"FLORES, MAYRA NOHEMI",I,2,REP,4685774.09,407553.83,4659552.72,2452.32,0.0,26221.37,10153.18,2500.0,0.0,2500.0,0.0,17725.19,3595804.91,TX,34.0,,,,,,648120.07,20000.0,12/31/2022,97955.34,1000.0,FLORES,MAYRA
73,Bill Condict,Male,White,,,No,No,Texas,3/1/22,Representative,35,1529,11,Lost,0,0,,No comment,No,,,,,,,,,White,CONDICT,BILL,BILL,CONDICT,0,[],H2TX35243,"CONDICT, BILL",C,2,REP,0.0,0.0,2661.93,0.0,0.0,-2661.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TX,35.0,,,,,,0.0,0.0,02/09/2022,0.0,0.0,CONDICT,BILL
74,Jenai Aragona,Female,White,,,No,No,Texas,3/1/22,Representative,35,589,4,Lost,0,0,,No comment,No,,,,,,,,,White,ARAGONA,JENAI,JENAI,ARAGONA,0,[],H2TX35185,"ARAGONA, JENAI",C,2,REP,9486.0,0.0,5511.07,0.0,0.0,3974.93,0.0,3125.0,0.0,0.0,0.0,3125.0,6361.0,TX,35.0,,,,,,0.0,0.0,02/09/2022,0.0,0.0,ARAGONA,JENAI
75,Marilyn Jackson,Female,Black,,,No,No,Texas,3/1/22,Representative,35,1473,11,Lost,0,0,,No comment,No,,,,,,,,,Black,JACKSON,MARILYN,MARILYN,JACKSON,0,[],H2TX35151,"JACKSON, MARILYN",C,2,REP,5992.52,0.0,5992.52,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,5742.52,TX,35.0,,,,,,0.0,0.0,03/31/2022,0.0,0.0,JACKSON,MARILYN
76,Asa George Kent Palagi,Male,White,,,No,No,Texas,3/1/22,Representative,35,327,2,Lost,0,0,,No comment,No,,,,,,,,,White,PALAGI,ASA,ASA,PALAGI,0,[],H2TX35177,"PALAGI, ASA",C,2,REP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TX,35.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,PALAGI,ASA
77,Brian Babin,Male,White,,,Yes,No,Texas,3/1/22,Representative,36,59381,100,Won,0,0,,Fully denied,Yes,2/17/22,,,,,,,,White,BABIN,BRIAN,BRIAN,BABIN,0,[],H6TX02079,"BABIN, BRIAN",I,2,REP,1054678.32,1097.86,914820.21,0.0,785081.28,924939.39,0.0,0.0,0.0,0.0,0.0,0.0,626447.96,TX,36.0,,,,,,426232.0,0.0,12/31/2022,500.0,0.0,BABIN,BRIAN
78,Jeremiah Diacogiannis,Male,White,,,No,No,Texas,3/1/22,Representative,37,4938,25,Lost,0,0,,Raised questions,No,,,,,,,,,White,DIACOGIANNIS,JEREMIAH,JEREMIAH,DIACOGIANNIS,0,[],H2TX37074,"DIACOGIANNIS, JEREMIAH DAVID",O,2,REP,16297.14,0.0,14736.16,0.0,0.0,1560.98,3688.59,0.0,0.0,0.0,0.0,0.0,12208.8,TX,37.0,,,,,,0.0,0.0,03/31/2022,700.0,0.0,DIACOGIANNIS,JEREMIAH
79,Phil Covarrubias,Male,Latino,,,No,No,Texas,3/1/22,Representative,38,228,0,Lost,0,0,,No comment,No,,,No,,,,,,Latino,COVARRUBIAS,PHIL,PHIL,COVARRUBIAS,0,['Latino (Mexican)'],H2TX38015,"COVARRUBIAS, PHIL",O,2,REP,3125.0,0.0,3125.0,0.0,0.0,0.0,3125.0,0.0,0.0,0.0,0.0,0.0,0.0,TX,38.0,,,,,,0.0,0.0,12/31/2021,0.0,0.0,COVARRUBIAS,PHIL
80,Jerry Ford,Male,Black,,,No,No,Texas,3/1/22,Representative,38,997,2,Lost,0,0,,Fully accepted,No,,,No,,,,,,Black,FORD,JERRY,JERRY,FORD,0,[],H0TX18284,"FORD, JERRY MR. SR.",C,1,DEM,274377.22,0.0,275052.11,0.0,674.89,0.0,5.0,250657.53,0.0,95062.52,0.0,0.0,16332.15,TX,18.0,,,,,,7034.99,0.0,09/30/2022,0.0,0.0,FORD,JERRY
82,Brett Guillory,Male,White,,,No,No,Texas,3/1/22,Representative,38,1416,2,Lost,0,0,,Fully denied,No,,,No,,,,,,White,GUILLORY,BRETT,BRETT,GUILLORY,0,[],H2TX02367,"GUILLORY, BRETT J",O,2,REP,25909.3,0.0,25909.3,0.0,0.0,0.0,6379.3,6000.0,0.0,6000.0,0.0,0.0,13530.0,TX,38.0,,,,,,0.0,0.0,09/30/2022,0.0,0.0,GUILLORY,BRETT
83,Wesley Hunt,Male,Black,,,No,No,Texas,3/1/22,Representative,38,35291,55,Won,0,0,,No comment,Yes,2/17/22,,Yes,,,,,,Black,HUNT,WESLEY,WESLEY,HUNT,1,[],H0TX07170,"HUNT, WESLEY",O,2,REP,5831956.81,637506.83,4281065.16,84002.46,223941.89,1774833.54,0.0,0.0,0.0,0.0,0.0,0.0,4565388.43,TX,38.0,,,,,,611434.83,0.0,12/31/2022,13741.0,2600.0,HUNT,WESLEY
84,Roland Lopez,Male,Latino,,,No,No,Texas,3/1/22,Representative,38,2048,3,Lost,0,0,,No comment,No,,,No,,,,,,Latino,LOPEZ,ROLAND,ROLAND,LOPEZ,0,[],H2TX07069,"LOPEZ, ROLAND",O,2,REP,29786.86,0.0,29411.17,0.0,0.0,375.69,2500.0,15803.3,0.0,0.0,0.0,19503.3,11483.56,TX,38.0,,,,,,0.0,0.0,03/31/2022,0.0,0.0,LOPEZ,ROLAND
85,Mark Ramsey,Male,White,,,No,No,Texas,3/1/22,Representative,38,19352,30,Lost,0,0,,Fully denied,No,,,No,,,,,,White,RAMSEY,MARK,MARK,RAMSEY,0,[],H2TX38023,"RAMSEY, MARK",O,2,REP,150438.98,0.0,150438.98,0.0,0.0,0.0,7337.27,101000.0,0.0,6868.56,0.0,0.0,42101.71,TX,38.0,,,,,,0.0,0.0,04/15/2022,250.0,0.0,RAMSEY,MARK
86,Todd Young,Male,White,,,Yes,No,Indiana,5/3/22,Senator,,372738,100,Won,0,0,,Fully accepted,No,,,Yes,,,,,,White,YOUNG,TODD,TODD,YOUNG,1,[],H0IN09070,"YOUNG, TODD CHRISTOPHER",I,2,REP,10976445.53,2829235.45,9618042.78,30000.0,2378492.21,3736894.96,0.0,0.0,0.0,0.0,0.0,0.0,5580066.12,IN,9.0,,,,,,2565583.22,1090.64,12/31/2022,249167.03,3501.25,YOUNG,TODD
88,Jennifer-Ruth Green,Female,Black,,,No,No,Indiana,5/3/22,Representative,1,14616,47,Won,0,0,,No comment,No,,,,,,No,,,Black,GREEN,JENNIFER-RUTH,JENNIFER-RUTH,GREEN,0,[],H2IN01172,"GREEN, JENNIFER-RUTH",C,2,REP,3492664.39,407364.85,3468504.36,69126.87,0.0,24160.03,569.26,10000.0,0.0,10000.0,0.0,6971.49,2603223.48,IN,1.0,,,,,,459342.17,5000.0,12/31/2022,75114.35,10000.0,GREEN,JENNIFER-RUTH
89,Blair E. Milo,Female,White,,,No,No,Indiana,5/3/22,Representative,1,6964,22,Lost,0,0,,Raised questions,No,,,,,,Yes,,,White,MILO,BLAIR,BLAIR,MILO,1,[],H2IN01198,"MILO, BLAIR",C,2,REP,282229.51,0.0,282229.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260379.51,IN,1.0,,,,,,21850.0,0.0,05/26/2022,0.0,0.0,MILO,BLAIR
90,Victoria Spartz,Female,White,,,Yes,No,Indiana,5/3/22,Representative,5,47128,100,Won,0,0,,Fully accepted,Yes,4/29/22,,,,,Yes,Yes,,White,SPARTZ,VICTORIA,VICTORIA,SPARTZ,2,[],H0IN05326,"SPARTZ, VICTORIA",I,2,REP,4156237.89,188404.29,2688983.84,0.0,109124.41,1576378.46,18000.0,0.0,0.0,0.0,0.0,1137000.0,3049006.46,IN,5.0,,,,,,856144.48,0.0,12/31/2022,34301.0,2200.0,SPARTZ,VICTORIA
91,Bill Allen,Male,White,,,No,No,Indiana,5/3/22,Representative,7,1505,12,Lost,0,0,,No comment,No,,,,,,,,,White,ALLEN,BILL,BILL,ALLEN,0,[],H2IN07195,"ALLEN, BILL",C,2,REP,36000.0,0.0,36000.0,0.0,0.0,0.0,35000.0,0.0,0.0,0.0,0.0,0.0,1000.0,IN,7.0,,,,,,0.0,0.0,05/24/2022,5134.77,0.0,ALLEN,BILL
92,Angela Grabovsky,Female,White,,,No,No,Indiana,5/3/22,Representative,7,6886,54,Won,0,0,,No comment,No,,,,,,,,,White,GRABOVSKY,ANGELA,ANGELA,GRABOVSKY,0,[],H2IN07179,"GRABOVSKY, ANGELA",C,2,REP,498397.85,0.0,498270.15,0.0,0.0,127.7,6750.0,300100.0,0.0,0.0,0.0,0.0,183096.0,IN,7.0,,,,,,8450.0,0.0,12/31/2022,240.0,0.0,GRABOVSKY,ANGELA
93,"Russell ""Rusty"" Scott Johnson",Male,White,,,No,No,Indiana,5/3/22,Representative,7,2185,17,Lost,0,0,,Fully denied,No,,,,,,,,,White,JOHNSON,RUSSELL,RUSSELL,JOHNSON,0,[],H2IN07153,"JOHNSON, RUSSELL (RUSTY) SCOTT MR.",C,2,REP,1998.96,0.0,1420.59,0.0,0.0,578.37,0.0,0.0,0.0,0.0,0.0,0.0,1653.96,IN,7.0,,,,,,0.0,0.0,06/30/2022,0.0,0.0,JOHNSON,RUSSELL
94,Larry D. Bucshon,Male,White,,,Yes,No,Indiana,5/3/22,Representative,8,47557,100,Won,0,0,,Fully accepted,Yes,4/29/22,,,,,,,,White,BUCSHON,LARRY,LARRY,BUCSHON,0,[],H0IN08114,"BUCSHON, LARRY D.",I,2,REP,1428441.16,16812.0,1158104.02,0.0,206920.15,477257.29,0.0,0.0,0.0,0.0,0.0,1299.49,329514.66,IN,8.0,,,,,,1078629.5,0.0,12/31/2022,7700.0,0.0,BUCSHON,LARRY
95,Jim Baker,Male,White,,,No,No,Indiana,5/3/22,Representative,9,2946,5,Lost,0,0,,No comment,No,,,,,No,No,No,No,White,BAKER,JIM,JIM,BAKER,0,[],H2IN01214,"BAKER, JIM",O,2,REP,84181.21,0.0,84181.21,0.0,0.0,0.0,8041.21,0.0,0.0,0.0,0.0,0.0,75140.0,IN,9.0,,,,,,1000.0,0.0,09/30/2022,6050.0,0.0,BAKER,JIM
96,Stu Barnes-Israel,Male,White,,,No,No,Indiana,5/3/22,Representative,9,12193,21,Lost,0,0,,No comment,No,,,,,No,No,No,No,White,BARNES-ISRAEL,STU,STU,BARNES-ISRAEL,0,[],H2IN09258,"BARNES-ISRAEL, STU",O,2,REP,484418.95,0.0,477148.73,0.0,0.0,7270.22,1000.0,100000.0,0.0,100000.0,0.0,0.0,353051.95,IN,9.0,,,,,,30000.0,0.0,12/31/2022,17840.0,0.0,BARNES-ISRAEL,STU
97,J. Michael Davisson,Male,White,,,No,No,Indiana,5/3/22,Representative,9,1597,3,Lost,0,0,,No comment,No,,,,,No,No,No,No,White,DAVISSON,J.,J.,DAVISSON,0,[],H2IN09266,"DAVISSON, J. MICHAEL",O,2,REP,6520.0,0.0,6520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6520.0,IN,9.0,,,,,,0.0,0.0,08/18/2022,0.0,0.0,DAVISSON,J.
98,Erin Houchin,Female,White,,,No,No,Indiana,5/3/22,Representative,9,21697,37,Won,0,0,,Raised questions,No,,,,,Yes,Yes,Yes,Yes,White,HOUCHIN,ERIN,ERIN,HOUCHIN,4,[],H6IN09143,"HOUCHIN, ERIN",O,2,REP,1356559.0,288495.0,944334.67,0.0,0.0,412224.33,0.0,0.0,0.0,0.0,0.0,1409.71,677886.45,IN,9.0,,,,,,387842.51,0.0,12/31/2022,6140.65,600.0,HOUCHIN,ERIN
99,Matt Dolan,Male,White,,,No,No,Ohio,5/3/22,Senator,,249239,23,Lost,0,0,,Accepted with reservations,No,,No,,,,No,No,No,White,DOLAN,MATT,MATT,DOLAN,0,[],S2OH00477,"DOLAN, MATT",O,2,REP,11296099.15,0.0,11249508.93,0.0,0.0,46590.22,7990000.0,2607000.0,0.0,0.0,0.0,2607000.0,663775.27,OH,0.0,,,,,,24700.0,0.0,12/31/2022,116516.22,0.0,DOLAN,MATT
