,Candidate,Gender,Race 1,Race 2,Race 3,Incumbent,Incumbent Challenger,State,Primary Date,Office,District,Primary Votes,Primary %,Primary Outcome,Runoff Votes,Runoff %,Runoff Outcome,EMILY's List,Justice Dems,Indivisible,PCCC,Our Revolution,Sunrise,Sanders,AOC,Party Committee,Biden,Race,Lastname_x,Firstname_x,Num Endorcements,Ethnicity,Fuzzy_Firstname,Fuzzy_Lastname,CAND_ID,CAND_NAME,CAND_ICI,PTY_CD,CAND_PTY_AFFILIATION,TTL_RECEIPTS,TRANS_FROM_AUTH,TTL_DISB,TRANS_TO_AUTH,COH_BOP,COH_COP,CAND_CONTRIB,CAND_LOANS,OTHER_LOANS,CAND_LOAN_REPAY,OTHER_LOAN_REPAY,DEBTS_OWED_BY,TTL_INDIV_CONTRIB,CAND_OFFICE_ST,CAND_OFFICE_DISTRICT,SPEC_ELECTION,PRIM_ELECTION,RUN_ELECTION,GEN_ELECTION,GEN_ELECTION_PRECENT,OTHER_POL_CMTE_CONTRIB,POL_PTY_CONTRIB,CVG_END_DT,INDIV_REFUNDS,CMTE_REFUNDS,Lastname_y,Firstname_y
203,Christina Bohannan,Female,White,,,No,No,Iowa,6/7/2022,Representative,1,1,100,Won,0,0,,Yes,,,,,,,,Yes,False,White,BOHANNAN,CHRISTINA,2,[],CHRISTINA,BOHANNAN,H2IA02111,"BOHANNAN, CHRISTINA",C,1,DEM,3197822.62,30103.41,3168097.69,0.0,0.0,29724.93,6089.58,0.0,0.0,0.0,0.0,0.0,2725510.85,IA,1.0,,,,,,408613.33,24268.26,12/31/2022,12670.91,3500.0,BOHANNAN,CHRISTINA
204,Cindy Axne,Female,White,,,Yes,No,Iowa,6/7/2022,Representative,3,1,100,Won,0,0,,Yes,,,,,,,,,False,White,AXNE,CINDY,1,[],CINDY,AXNE,H8IA03124,"AXNE, CINDY",I,1,DEM,7231695.0,543464.63,7246582.43,0.0,19520.59,4633.16,0.0,0.0,0.0,0.0,0.0,0.0,5046042.83,IA,3.0,,,,,,1570993.51,19015.0,12/31/2022,50262.31,6600.0,AXNE,CINDY
205,Ryan Melton,Male,White,,,No,No,Iowa,6/7/2022,Representative,4,1,100,Won,0,0,,,,,,,,,,,False,White,MELTON,RYAN,0,[],RYAN,MELTON,H2IA04141,"MELTON, RYAN MICHAEL APPLETON",C,1,DEM,53023.28,0.0,48926.39,0.0,0.0,4096.89,100.0,0.0,0.0,0.0,0.0,0.0,41123.28,IA,4.0,,,,,,3000.0,8800.0,12/31/2022,0.0,0.0,MELTON,RYAN
206,Brian L. Bengs,Male,White,,,No,No,South Dakota,6/7/2022,Senator,,1,100,Won,0,0,,,,,,,,,,,False,White,BENGS,BRIAN,0,[],BRIAN,BENGS,S2SD00126,"BENGS, BRIAN L",C,1,DEM,497968.04,0.0,492266.64,0.0,0.0,5701.4,3600.0,20000.0,0.0,0.0,0.0,20000.0,449261.77,SD,0.0,,,,,,12600.0,12455.0,12/31/2022,2071.7,0.0,BENGS,BRIAN
207,Donald W. Norcross,Male,White,,,Yes,No,New Jersey,6/7/2022,Representative,1,44985,77,Won,0,0,,,,,,,,,,,False,White,NORCROSS,DONALD,0,[],DONALD,NORCROSS,H4NJ01084,"NORCROSS, DONALD W",I,1,DEM,2168423.53,0.0,3536139.12,0.0,1924663.73,556948.14,0.0,0.0,0.0,0.0,0.0,0.0,1066851.7,NJ,1.0,,,,,,1095600.01,0.0,12/31/2022,0.0,4200.0,NORCROSS,DONALD
208,Mario DeSantis,Male,White,,,No,Yes,New Jersey,6/7/2022,Representative,1,13696,23,Lost,0,0,,,,,,,,,,,False,White,DESANTIS,MARIO,0,[],MARIO,DESANTIS,H2NJ01120,"DESANTIS, MARIO",C,1,DEM,9705.98,0.0,8548.74,0.0,0.0,-318.83,40.0,0.0,0.0,0.0,0.0,0.0,9133.74,NJ,1.0,,,,,,0.0,0.0,06/30/2022,0.0,0.0,DESANTIS,MARIO
209,Carolyn Rush,Female,White,,,No,No,New Jersey,6/7/2022,Representative,2,10667,38,Lost,0,0,,,,,,,,,,,False,White,RUSH,CAROLYN,0,[],CAROLYN,RUSH,H2NJ02219,"RUSH, CAROLYN",C,1,DEM,64736.08,0.0,83550.84,0.0,0.0,860.03,5000.0,5000.0,0.0,0.0,0.0,5000.0,54736.08,NJ,2.0,,,,,,0.0,0.0,12/31/2022,5000.0,0.0,RUSH,CAROLYN
210,Andy Kim,Male,Asian,,,Yes,No,New Jersey,6/7/2022,Representative,3,39433,93,Won,0,0,,,,,,,,,,,False,Asian,KIM,ANDY,0,['Asian (Korean)'],ANDY,KIM,H8NJ03206,"KIM, ANDY",I,1,DEM,7147162.97,190253.34,7536464.94,0.0,551834.56,162532.59,0.0,0.0,0.0,0.0,0.0,0.0,5789812.36,NJ,3.0,,,,,,954046.25,1100.0,12/31/2022,82927.12,13357.3,KIM,ANDY
211,Matthew Jenkins,Male,White,,,No,No,New Jersey,6/7/2022,Representative,4,20655,100,Won,0,0,,,,,,,,,,,False,White,JENKINS,MATTHEW,0,[],MATTHEW,JENKINS,H2NJ04215,"JENKINS, MATTHEW",C,1,DEM,42545.25,0.0,39233.34,0.0,0.0,3311.91,0.0,0.0,0.0,0.0,0.0,0.0,41545.25,NJ,4.0,,,,,,1000.0,0.0,12/31/2022,0.0,0.0,JENKINS,MATTHEW
212,Josh Gottheimer,Male,White,,,Yes,No,New Jersey,6/7/2022,Representative,5,31142,100,Won,0,0,,,,,,,,,,,False,White,GOTTHEIMER,JOSH,0,[],JOSH,GOTTHEIMER,H6NJ05171,"GOTTHEIMER, JOSH",I,1,DEM,8856162.22,205828.61,3859312.41,3440.13,8349098.41,13345948.22,0.0,0.0,0.0,0.0,0.0,0.0,6074873.98,NJ,5.0,,,,,,1952510.84,6433.71,12/31/2022,112691.57,7350.0,GOTTHEIMER,JOSH
213,Tom Malinowski,Male,White,,,Yes,No,New Jersey,6/7/2022,Representative,7,37304,94,Won,0,0,,,,,,,,,,,False,White,MALINOWSKI,TOM,0,['White (Polish)'],TOM,MALINOWSKI,H8NJ07223,"MALINOWSKI, TOM",I,1,DEM,8978834.0,261123.84,9012861.0,0.0,51095.25,17068.25,60.49,0.0,0.0,0.0,0.0,26974.65,7890348.34,NJ,7.0,,,,,,810707.35,10500.0,12/31/2022,127508.04,3366.46,MALINOWSKI,TOM
214,Robert J. Menendez,Male,Latino,,,No,No,New Jersey,6/7/2022,Representative,8,26490,83,Won,0,0,,,,,,,,,,,False,Latino,MENENDEZ,ROBERT,0,['Latino (Cuban)'],ROBERT,MENENDEZ,H2NJ08232,"MENENDEZ, ROBERT J.",O,1,DEM,1752969.49,43244.63,1397774.05,0.0,0.0,355195.44,0.0,0.0,0.0,0.0,0.0,0.0,1351233.73,NJ,8.0,,,,,,356273.0,0.0,12/31/2022,6450.0,2500.0,MENENDEZ,ROBERT
216,Imani Oakley,Female,Black,,,No,Yes,New Jersey,6/7/2022,Representative,10,3764,11,Lost,0,0,,,,,,,,,,,False,Black,OAKLEY,IMANI,0,[],IMANI,OAKLEY,H2NJ10204,"OAKLEY, IMANI RAINE",C,1,DEM,462671.84,0.0,462671.84,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,461630.97,NJ,10.0,,,,,,1000.0,0.0,06/30/2022,11020.0,0.0,OAKLEY,IMANI
217,Mikie Sherrill,Female,White,,,Yes,No,New Jersey,6/7/2022,Representative,11,37948,100,Won,0,0,,Yes,,,,,,,,,False,White,SHERRILL,MIKIE,1,[],MIKIE,SHERRILL,H8NJ11142,"SHERRILL, MIKIE",I,1,DEM,6328539.87,372132.05,8842064.86,0.0,3131721.24,618196.25,0.0,0.0,0.0,0.0,0.0,0.0,4645878.38,NJ,11.0,,,,,,1294290.38,5195.04,12/31/2022,110555.35,2600.0,SHERRILL,MIKIE
218,Bonnie Watson Coleman,Female,Black,,,Yes,No,New Jersey,6/7/2022,Representative,12,37440,100,Won,0,0,,,,,,,,,,,False,Black,COLEMAN,BONNIE,0,[],BONNIE,COLEMAN,H4NJ12149,"COLEMAN, BONNIE WATSON",I,1,DEM,930457.44,0.0,968975.44,0.0,107159.92,68641.92,0.0,0.0,0.0,0.0,0.0,0.0,448763.34,NJ,12.0,,,,,,481194.1,0.0,12/31/2022,3920.0,5650.0,COLEMAN,BONNIE
219,Dan O'Dowd,Male,White,,,No,Yes,California,6/7/2022,Senator,,74916,2,Lost,0,0,,,,,,,,,,,False,White,O'DOWD,DAN,0,[],DAN,O'DOWD,S2CA01284,"O'DOWD, DAN",C,1,DEM,7679666.68,0.0,7550358.83,0.0,0.0,129307.85,0.0,7648600.0,0.0,0.0,0.0,7648600.0,0.0,CA,0.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,O'DOWD,DAN
221,Alex Padilla,Male,Latino,,,Yes,No,California,6/7/2022,Senator,,3725544,91,Won,0,0,,,,,,,,,,,False,Latino,PADILLA,ALEX,0,['Latino (Mexican)'],ALEX,PADILLA,S2CA00955,"PADILLA, ALEX",I,1,DEM,11784617.88,203172.87,4566222.01,0.0,234830.79,7453226.66,0.0,0.0,0.0,0.0,0.0,0.0,9352290.72,CA,0.0,,,,,,2227671.43,376.85,12/31/2022,110350.07,11400.0,PADILLA,ALEX
223,Timothy J. Ursich,Male,White,,,No,Yes,California,6/7/2022,Senator,,58348,1,Lost,0,0,,,,,,,,,,,False,White,URSICH,TIMOTHY,0,[],TIMOTHY,URSICH,S2CA01276,"URSICH, TIMOTHY J DR",C,1,DEM,15737.46,0.0,1726.51,0.0,0.0,14010.95,0.0,15388.46,0.0,0.0,0.0,15388.46,349.0,CA,0.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,URSICH,TIMOTHY
224,Max Steiner,Male,White,,,No,No,California,6/7/2022,Representative,1,55549,100,Won,0,0,,,,,,,,,,,False,White,STEINER,MAX,0,[],MAX,STEINER,H2CA01227,"STEINER, MAX",C,1,DEM,627432.86,0.0,611213.96,0.0,0.0,16218.9,0.0,0.0,0.0,0.0,0.0,0.0,612795.61,CA,1.0,,,,,,8000.0,6022.69,12/31/2022,2203.0,0.0,STEINER,MAX
225,Beth Hampson,Female,White,,,No,Yes,California,6/7/2022,Representative,2,14262,9,Lost,0,0,,,,,,,,,,,False,White,HAMPSON,BETH,0,[],BETH,HAMPSON,H2CA02225,"HAMPSON, BETH",C,1,DEM,15245.34,0.0,13320.68,0.0,0.0,5180.4,5260.0,0.0,0.0,0.0,0.0,0.0,9985.0,CA,2.0,,,,,,0.0,0.0,09/05/2022,0.0,0.0,HAMPSON,BETH
226,Jared Huffman,Male,White,,,Yes,No,California,6/7/2022,Representative,2,145245,91,Won,0,0,,,,,,,,,,,False,White,HUFFMAN,JARED,0,[],JARED,HUFFMAN,H2CA06259,"HUFFMAN, JARED",I,1,DEM,938689.41,0.0,932320.69,0.0,922441.85,928810.57,0.0,0.0,0.0,0.0,0.0,0.0,510052.39,CA,2.0,,,,,,418435.22,0.0,12/31/2022,1440.0,3400.0,HUFFMAN,JARED
227,Kermit Jones,Male,Black,,,No,No,California,6/7/2022,Representative,3,91217,88,Won,0,0,,,,,,,,,,,False,Black,JONES,KERMIT,0,[],KERMIT,JONES,H2CA04122,"JONES, KERMIT",C,1,DEM,3261535.0,52519.31,3230693.36,0.0,0.0,30841.64,6592.0,19946.0,0.0,19946.0,0.0,0.0,2830432.78,CA,3.0,,,,,,339331.06,5993.72,12/31/2022,12548.6,6650.0,JONES,KERMIT
228,Andrew David Engdahl,Male,White,,,No,Yes,California,6/7/2022,Representative,4,8634,7,Lost,0,0,,,,,,,,,,,False,White,ENGDAHL,ANDREW,0,[],ANDREW,ENGDAHL,H2CA04155,"ENGDAHL, ANDREW DAVID",C,1,DEM,13264.2,0.0,10264.97,0.0,107.78,3107.01,6027.2,0.0,0.0,0.0,0.0,0.0,6713.7,CA,4.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,ENGDAHL,ANDREW
229,Mike Thompson,Male,White,,,Yes,No,California,6/7/2022,Representative,4,115041,93,Won,0,0,,,,,,,,,,,False,White,THOMPSON,MIKE,0,[],MIKE,THOMPSON,H8CA01109,"THOMPSON, MIKE MR.",I,1,DEM,2278299.13,0.0,2396636.82,0.0,1746171.58,1627833.89,0.0,0.0,0.0,0.0,0.0,71025.35,990915.94,CA,4.0,,,,,,1276183.45,34.97,12/31/2022,13568.14,12350.0,THOMPSON,MIKE
230,"Michael J. ""Mike"" Barkley",Male,White,,,No,No,California,6/7/2022,Representative,5,64285,100,Won,0,0,,,,,,,,,,,False,White,BARKLEY,MICHAEL,0,[],MICHAEL,BARKLEY,H2CA00096,"BARKLEY, MICHAEL JAMES MR.",C,1,DEM,461674.19,0.0,462048.75,0.0,452.79,78.23,0.0,419772.12,11.03,0.0,0.0,473713.05,34621.23,CA,5.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,BARKLEY,MICHAEL
231,Doris Matsui,Female,Asian,,,Yes,No,California,6/7/2022,Representative,7,94896,88,Won,0,0,,,,,,,,,,,False,Asian,MATSUI,DORIS,0,['Asian (Japanese)'],DORIS,MATSUI,H6CA05195,"MATSUI, DORIS",I,1,DEM,1400594.49,0.0,1488665.86,0.0,269411.46,181340.09,3795.0,0.0,0.0,0.0,0.0,0.0,619472.8,CA,7.0,,,,,,777304.67,0.0,12/31/2022,5017.5,0.0,MATSUI,DORIS
232,John Garamendi,Male,White,,,Yes,No,California,6/7/2022,Representative,8,72333,80,Won,0,0,,,,,,,,,,,False,White,GARAMENDI,JOHN,0,[],JOHN,GARAMENDI,H0CA10149,"GARAMENDI, JOHN",I,1,DEM,1146918.01,0.0,1136592.75,0.0,1111122.28,1121447.54,0.0,0.0,0.0,0.0,0.0,0.0,468190.04,CA,8.0,,,,,,677300.0,0.0,12/31/2022,600.0,0.0,GARAMENDI,JOHN
233,Edwin Rutsch,Male,White,,,No,Yes,California,6/7/2022,Representative,8,3268,4,Lost,0,0,,,,,,,,,,,False,White,RUTSCH,EDWIN,0,[],EDWIN,RUTSCH,H2CA08248,"RUTSCH, EDWIN",C,1,DEM,9075.0,0.0,9075.0,0.0,0.0,0.0,0.0,1500.0,0.0,1500.0,0.0,0.0,7575.0,CA,8.0,,,,,,0.0,0.0,06/16/2022,0.0,0.0,RUTSCH,EDWIN
234,Cheryl Sudduth,Female,Black,,,No,Yes,California,6/7/2022,Representative,8,11378,13,Lost,0,0,,,,,,,,,,,False,Black,SUDDUTH,CHERYL,0,[],CHERYL,SUDDUTH,H2CA08230,"SUDDUTH, CHERYL",C,1,DEM,37949.76,0.0,37801.76,0.0,0.0,0.0,0.0,6100.0,0.0,0.0,0.0,0.0,27849.71,CA,8.0,,,,,,1000.0,0.0,12/31/2022,0.0,0.0,SUDDUTH,CHERYL
235,Harpreet Singh Chima,Male,Asian,,,No,Yes,California,6/7/2022,Representative,9,8433,16,Lost,0,0,,,,,,,,,,,False,Asian,CHIMA,HARPREET,0,[],HARPREET,CHIMA,H2CA09121,"CHIMA, HARPREET SINGH",O,1,DEM,80930.61,0.0,80940.93,0.0,0.0,0.0,2085.06,0.0,0.0,0.0,0.0,0.0,78845.55,CA,9.0,,,,,,0.0,0.0,12/31/2022,12199.66,0.0,CHIMA,HARPREET
236,Karena Apple Feng,Female,Asian,,,No,Yes,California,6/7/2022,Representative,9,2632,5,Lost,0,0,,,,,,,,,,,False,Asian,FENG,KARENA,0,[],KARENA,FENG,H2CA10236,"FENG, KARENA",O,1,DEM,6386865.68,0.0,6381714.98,0.0,0.0,0.0,8000.0,802.09,0.0,0.0,0.0,0.0,65200.0,CA,9.0,,,,,,0.0,0.0,09/30/2022,0.0,0.0,FENG,KARENA
237,Josh Harder,Male,White,,,Yes,No,California,6/7/2022,Representative,9,39026,73,Won,0,0,,,,,,,,,,,False,White,HARDER,JOSH,0,[],JOSH,HARDER,H8CA10126,"HARDER, JOSH",O,1,DEM,6593261.38,185676.41,8913422.09,365975.0,3469762.53,1149601.82,0.0,0.0,0.0,0.0,0.0,0.0,5945474.74,CA,9.0,,,,,,855596.89,8996.08,12/31/2022,81311.18,6000.0,HARDER,JOSH
238,Mark DeSaulnier,Male,White,,,Yes,No,California,6/7/2022,Representative,10,124787,100,Won,0,0,,,,,,,,,,,False,White,DESAULNIER,MARK,0,[],MARK,DESAULNIER,H0CA10073,"DESAULNIER, MARK",I,1,DEM,618156.84,0.0,524180.45,0.0,481388.01,575364.4,0.0,0.0,0.0,0.0,0.0,0.0,233257.7,CA,10.0,,,,,,384330.95,0.0,12/31/2022,100.0,0.0,DESAULNIER,MARK
239,Shahid Buttar,Male,Asian,,,No,Yes,California,6/7/2022,Representative,11,19471,12,Lost,0,0,,,,,,,,,,,False,Asian,BUTTAR,SHAHID,0,['Asian (Pakistani)'],SHAHID,BUTTAR,H8CA12262,"BUTTAR, SHAHID",C,1,DEM,179767.01,0.0,201945.88,0.0,22416.65,237.78,379.2,100.0,0.0,2000.0,0.0,23005.36,177416.14,CA,11.0,,,,,,0.0,0.0,12/31/2022,589.8,0.0,BUTTAR,SHAHID
240,Nancy Pelosi,Female,White,,,Yes,No,California,6/7/2022,Representative,11,133798,84,Won,0,0,,,,,,,,,,,False,White,PELOSI,NANCY,0,[],NANCY,PELOSI,H8CA05035,"PELOSI, NANCY",I,1,DEM,25577528.17,1771450.0,28283172.75,48700.0,6299373.34,3593728.76,0.0,0.0,0.0,0.0,0.0,0.0,22325274.59,CA,11.0,,,,,,1454400.0,0.0,12/31/2022,506473.63,0.0,PELOSI,NANCY
241,Jeffrey Phillips,Male,White,,,No,Yes,California,6/7/2022,Representative,11,3595,2,Lost,0,0,,,,,,,,,,,False,White,PHILLIPS,JEFFREY,0,[],JEFFREY,PHILLIPS,H2CA12166,"PHILLIPS, JEFFREY ALAN",C,1,DEM,4979.03,0.0,4979.03,0.0,0.0,0.0,0.0,4643.35,0.0,87.19,0.0,4336.16,335.68,CA,11.0,,,,,,0.0,0.0,09/30/2022,0.0,0.0,PHILLIPS,JEFFREY
242,Barbara Lee,Female,Black,,,Yes,No,California,6/7/2022,Representative,12,135892,97,Won,0,0,,,,,,,,,,,False,Black,LEE,BARBARA,0,[],BARBARA,LEE,H8CA09060,"LEE, BARBARA",I,1,DEM,2183372.57,11062.87,2341393.04,0.0,210373.72,52353.25,0.0,0.0,0.0,0.0,0.0,0.0,1661450.42,CA,12.0,,,,,,474500.0,0.0,12/31/2022,48531.82,0.0,LEE,BARBARA
243,Phil Arballo,Male,Latino,,,No,No,California,6/7/2022,Representative,13,13099,36,Lost,0,0,,,,,,,,,,,False,Latino,ARBALLO,PHIL,0,[],PHIL,ARBALLO,H0CA22102,"ARBALLO, PHIL",C,1,DEM,1607918.72,0.0,1637184.73,0.0,29266.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1539306.08,CA,13.0,,,,,,49000.0,0.0,12/19/2022,125959.46,12275.0,ARBALLO,PHIL
244,Adam Gray,Male,White,,,No,No,California,6/7/2022,Representative,13,23784,64,Won,0,0,,,,,,,,,,,False,White,GRAY,ADAM,0,[],ADAM,GRAY,H2CA13115,"GRAY, ADAM C.",C,1,DEM,2390120.97,0.0,2335746.28,0.0,0.0,54374.69,0.0,0.0,0.0,0.0,0.0,61054.26,1824927.83,CA,13.0,,,,,,554817.08,5040.51,12/31/2022,40127.5,2900.0,GRAY,ADAM
245,Eric Swalwell,Male,White,,,Yes,No,California,6/7/2022,Representative,14,77120,93,Won,0,0,,,,,,,,,,,False,White,SWALWELL,ERIC,0,[],ERIC,SWALWELL,H2CA15094,"SWALWELL, ERIC MICHAEL",I,1,DEM,3943361.57,13000.0,3817690.34,0.0,502928.74,628599.97,0.0,0.0,0.0,0.0,0.0,0.0,3194840.03,CA,14.0,,,,,,581023.62,0.0,12/31/2022,48704.5,4500.0,SWALWELL,ERIC
246,Emily Beach,Female,White,,,No,No,California,6/7/2022,Representative,15,20816,18,Lost,0,0,,,,,,,,,,,False,White,BEACH,EMILY,0,[],EMILY,BEACH,H2CA14188,"BEACH, EMILY",O,1,DEM,580608.95,0.0,580608.95,0.0,0.0,0.0,201.5,0.0,0.0,0.0,0.0,0.0,561407.45,CA,15.0,,,,,,16600.0,0.0,06/30/2022,90830.0,0.0,BEACH,EMILY
247,David J. Canepa,Male,White,,,No,No,California,6/7/2022,Representative,15,34488,30,Made runoff,0,0,,,,,,,,,,,False,White,CANEPA,DAVID,0,[],DAVID,CANEPA,H2CA14170,"CANEPA, DAVID",O,1,DEM,815538.47,0.0,815318.46,0.0,0.0,220.01,0.0,0.0,0.0,0.0,0.0,0.0,759195.25,CA,15.0,,,,,,28600.0,0.0,12/31/2022,21328.0,0.0,CANEPA,DAVID
248,Kevin Mullin,Male,White,,,No,No,California,6/7/2022,Representative,15,58806,51,Made runoff,0,0,,,,,,,,,,,False,White,MULLIN,KEVIN,0,[],KEVIN,MULLIN,H2CA14162,"MULLIN, KEVIN",O,1,DEM,1213762.86,0.0,1191228.71,0.0,0.0,22534.15,40000.0,25000.0,0.0,25000.0,0.0,5120.25,891975.54,CA,15.0,,,,,,255628.0,3.64,12/31/2022,12955.0,0.0,MULLIN,KEVIN
249,Andrew G. Watters,Male,White,,,No,No,California,6/7/2022,Representative,15,1551,1,Lost,0,0,,,,,,,,,,,False,White,WATTERS,ANDREW,0,[],ANDREW,WATTERS,H2CA14154,"WATTERS, ANDREW G.",O,1,DEM,10000.0,0.0,0.0,0.0,0.0,10000.0,0.0,10000.0,0.0,0.0,0.0,10000.0,0.0,CA,14.0,,,,,,0.0,0.0,12/31/2021,0.0,0.0,WATTERS,ANDREW
250,Anna G. Eshoo,Female,Middle Eastern,,,Yes,No,California,6/7/2022,Representative,16,81100,62,Made runoff,0,0,,,,,,,,,,,False,Middle Eastern,ESHOO,ANNA,0,['Eastern (Armenian)'],ANNA,ESHOO,H8CA12098,"ESHOO, ANNA G.",I,1,DEM,2037404.98,0.0,2069255.34,0.0,552798.79,520948.43,0.0,0.0,0.0,0.0,0.0,0.0,1178838.09,CA,16.0,,,,,,857665.0,0.0,12/31/2022,4740.0,0.0,ESHOO,ANNA
251,Rishi Kumar,Male,Asian,,,No,Yes,California,6/7/2022,Representative,16,26438,20,Made runoff,0,0,,,,,,,,,,,False,Asian,KUMAR,RISHI,0,['Asian (Indian)'],RISHI,KUMAR,H0CA18068,"KUMAR, RISHI",C,1,DEM,747661.06,0.0,752584.28,0.0,6784.38,-1108.84,0.0,140000.0,0.0,0.0,0.0,280000.0,605035.07,CA,16.0,,,,,,0.0,0.0,12/31/2022,73000.0,0.0,KUMAR,RISHI
252,Ajwang Rading,Male,Black,,,No,Yes,California,6/7/2022,Representative,16,11418,9,Lost,0,0,,,,,,,,,,,False,Black,RADING,AJWANG,0,[],AJWANG,RADING,H2CA18148,"RADING, AJWANG",C,1,DEM,258838.8,0.0,229136.68,0.0,0.0,29702.12,1.0,0.0,0.0,0.0,0.0,0.0,257773.88,CA,16.0,,,,,,500.0,0.0,12/31/2022,0.0,0.0,RADING,AJWANG
253,Greg Lin Tanaka,Male,Asian,,,No,Yes,California,6/7/2022,Representative,16,11107,9,Lost,0,0,,,,,,,,,,,False,Asian,TANAKA,GREG,0,[],GREG,TANAKA,H2CA18130,"TANAKA, GREG",C,1,DEM,148222.46,0.0,148222.46,957.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147222.46,CA,16.0,,,,,,1000.0,0.0,10/20/2022,15097.5,0.0,TANAKA,GREG
254,Luis Acevedo-Arreguin,Male,Latino,,,No,Yes,California,6/7/2022,Representative,18,11253,18,Lost,0,0,,,,,,,,,,,False,Latino,ACEVEDO-ARREGUIN,LUIS,0,['Latino (Mexican)'],LUIS,ACEVEDO-ARREGUIN,H2CA18171,"ACEVEDO-ARREGUIN, LUIS",C,1,DEM,22252.56,0.0,16334.18,0.0,0.0,5918.38,2500.0,17072.0,0.0,0.0,0.0,17072.0,2680.56,CA,18.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,ACEVEDO-ARREGUIN,LUIS
255,Zoe Lofgren,Female,White,,,Yes,No,California,6/7/2022,Representative,18,50104,82,Won,0,0,,,,,,,,,,,False,White,LOFGREN,ZOE,0,[],ZOE,LOFGREN,H4CA16049,"LOFGREN, ZOE",I,1,DEM,2022557.14,215344.61,2771724.75,2000.0,1160537.44,411369.83,0.0,0.0,0.0,0.0,0.0,1975.0,1164028.87,CA,18.0,,,,,,509817.2,0.0,12/31/2022,20866.66,8000.0,LOFGREN,ZOE
256,Jimmy Panetta,Male,White,,,Yes,No,California,6/7/2022,Representative,19,127545,96,Won,0,0,,,,,,,,,,,False,White,PANETTA,JIMMY,0,[],JIMMY,PANETTA,H6CA20152,"PANETTA, JIMMY",I,1,DEM,2623733.1,0.0,1618679.93,0.0,1175356.72,2180409.89,0.0,0.0,0.0,0.0,0.0,0.0,1249628.29,CA,19.0,,,,,,1371205.82,634.97,12/31/2022,2403.0,2100.0,PANETTA,JIMMY
257,Ben Dewell,Male,White,,,No,No,California,6/7/2022,Representative,20,8757,21,Lost,0,0,,,,,,,,,,,False,White,DEWELL,BEN,0,[],BEN,DEWELL,H2CA20144,"DEWELL, BEN",C,1,DEM,1797.0,0.0,1234.6,0.0,0.0,562.4,0.0,700.0,0.0,200.0,0.0,500.0,1097.0,CA,20.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,DEWELL,BEN
258,Marisa Wood,Female,White,,,No,No,California,6/7/2022,Representative,20,33511,79,Won,0,0,,,,,,,,,,,False,White,WOOD,MARISA,0,[],MARISA,WOOD,H2CA23155,"WOOD, MARISA",C,1,DEM,1051451.47,21067.5,1046953.62,0.0,0.0,4497.85,0.0,0.0,0.0,0.0,0.0,0.0,1025180.28,CA,20.0,,,,,,1223.5,2500.0,12/31/2022,3434.0,0.0,WOOD,MARISA
259,Jim Costa,Male,White,,,Yes,No,California,6/7/2022,Representative,21,33850,82,Won,0,0,,,,,,,,,,,False,White,COSTA,JIM,0,[],JIM,COSTA,H4CA20082,"COSTA, JIM",I,1,DEM,2034865.46,0.0,2055957.67,0.0,410170.62,389078.41,0.0,0.0,0.0,0.0,0.0,0.0,971023.33,CA,21.0,,,,,,1054611.62,0.0,12/31/2022,7950.0,4100.0,COSTA,JIM
260,Eric Garcia,Male,Latino,,,No,Yes,California,6/7/2022,Representative,21,7239,18,Lost,0,0,,,,,,,,,,,False,Latino,GARCIA,ERIC,0,['Latino (Mexican)'],ERIC,GARCIA,H0CA22110,"GARCIA, ERIC",C,1,DEM,213914.85,0.0,219071.35,0.0,0.0,-5156.5,0.0,0.0,0.0,0.0,0.0,15754.0,213914.85,CA,22.0,,,,,,0.0,0.0,12/31/2022,1751.0,0.0,GARCIA,ERIC
261,Rudy Salas,Male,Latino,,,No,No,California,6/7/2022,Representative,22,25337,100,Won,0,0,,,,,,,,,,Yes,False,Latino,SALAS,RUDY,1,[],RUDY,SALAS,H2CA21233,"SALAS, RUDY",C,1,DEM,2953288.73,97572.56,2938879.9,0.0,0.0,14408.83,605.23,0.0,0.0,0.0,0.0,0.0,2310727.7,CA,22.0,,,,,,522569.17,10344.02,12/31/2022,25600.09,3000.0,SALAS,RUDY
262,Blanca A. Gómez,Female,Latino,,,No,No,California,6/7/2022,Representative,23,16516,44,Lost,0,0,,,,,,,,,,,False,Latino,GÓMEZ,BLANCA,0,[],BLANCA,GOMEZ,H0CA08226,"GOMEZ, BLANCA",C,1,DEM,1389.0,0.0,1743.02,0.0,894.21,540.19,0.0,0.0,0.0,0.0,0.0,0.0,1389.0,CA,8.0,,,,,,0.0,0.0,12/31/2022,0.0,0.0,GOMEZ,BLANCA
